Worker_ID,Zone,Temperature,Gas_Level,Humidity,Machine_Vibration,Noise_Level,Worker_Fatigue,PPE_Status,Risk_Level
Worker-2921,Power Station,42.92,0.0,51.05,9.68,92.04,68.59,Available,SAFE
Worker-2922,Refinery Zone,68.46,24.24,69.25,4.28,95.94,52.56,Available,WARNING
Worker-2923,Assembly Line,48.71,64.04,41.05,3.64,69.92,93.16,Missing,WARNING
Worker-2924,Chemical Plant,27.67,0.0,80.54,6.44,74.93,68.96,Available,SAFE
Worker-2925,Steel Furnace,39.69,42.92,71.32,8.6,94.34,61.05,Available,SAFE
Worker-2926,Assembly Line,40.55,20.07,58.7,8.81,79.1,17.92,Missing,WARNING
Worker-2927,Mining Area,26.98,11.58,68.95,1.57,66.87,35.39,Missing,SAFE
Worker-2928,Chemical Plant,67.81,76.54,35.25,7.48,64.34,78.95,Available,CRITICAL
Worker-2929,Assembly Line,44.38,16.56,46.35,7.61,64.66,55.74,Available,SAFE
Worker-2930,Assembly Line,34.7,19.35,57.83,6.61,95.63,42.03,Available,SAFE
Worker-2931,Mining Area,42.42,26.64,28.0,8.63,89.13,22.84,Missing,WARNING
Worker-2932,Refinery Zone,31.49,37.02,50.27,3.45,72.99,44.06,Available,SAFE
Worker-2933,Refinery Zone,85.93,10.91,63.63,5.58,40.0,36.88,Available,SAFE
Worker-2934,Chemical Plant,47.62,76.54,67.99,8.61,72.0,93.52,Available,WARNING
Worker-2935,Refinery Zone,30.76,82.48,78.58,9.83,50.07,63.27,Missing,CRITICAL
Worker-2936,Refinery Zone,39.82,64.3,76.63,7.81,71.19,93.42,Missing,WARNING
Worker-2937,Chemical Plant,40.79,82.47,78.66,5.96,76.45,31.71,Missing,WARNING
Worker-2938,Refinery Zone,55.47,0.0,65.04,1.98,66.67,44.42,Available,SAFE
Worker-2939,Assembly Line,42.78,79.8,51.07,9.62,94.31,27.8,Missing,CRITICAL
Worker-2940,Chemical Plant,32.91,63.97,60.03,9.56,82.04,52.93,Available,SAFE
Worker-2941,Mining Area,20.0,9.5,68.34,5.07,40.0,13.12,Available,SAFE
Worker-2942,Steel Furnace,32.58,27.71,65.43,7.87,95.19,91.33,Available,WARNING
Worker-2943,Steel Furnace,30.62,30.62,45.37,9.06,40.0,57.59,Available,SAFE
Worker-2944,Assembly Line,60.25,23.23,34.97,6.19,75.43,87.47,Missing,WARNING
Worker-2945,Mining Area,49.34,73.55,45.22,5.23,70.6,73.93,Missing,WARNING
Worker-2946,Mining Area,25.99,28.27,41.24,2.3,82.14,18.77,Available,SAFE
Worker-2947,Chemical Plant,31.56,51.78,45.28,7.41,40.0,89.66,Available,SAFE
Worker-2948,Steel Furnace,52.77,28.18,44.41,5.52,83.03,76.37,Available,SAFE
Worker-2949,Power Station,51.37,36.96,29.13,7.49,94.35,76.5,Missing,WARNING
Worker-2950,Chemical Plant,42.27,59.93,77.88,5.73,107.4,85.69,Missing,WARNING
Worker-2951,Assembly Line,25.38,48.89,65.13,5.3,89.18,79.25,Missing,WARNING
Worker-2952,Power Station,76.51,1.02,68.39,5.31,59.03,35.65,Available,SAFE
Worker-2953,Power Station,23.14,40.96,60.7,6.57,97.37,35.72,Missing,WARNING
Worker-2954,Steel Furnace,46.47,70.72,51.36,4.01,48.36,39.24,Available,SAFE
Worker-2955,Power Station,52.17,81.92,48.7,5.79,87.58,29.07,Missing,WARNING
Worker-2956,Assembly Line,55.03,8.8,55.92,5.64,89.32,49.62,Missing,WARNING
Worker-2957,Assembly Line,50.31,62.92,51.75,4.86,40.55,91.54,Available,SAFE
Worker-2958,Power Station,45.48,72.19,75.24,1.63,113.42,60.65,Available,WARNING
Worker-2959,Steel Furnace,42.17,55.39,80.32,7.85,45.66,52.62,Missing,WARNING
Worker-2960,Power Station,41.4,68.28,69.86,2.58,94.12,88.03,Available,SAFE
Worker-2961,Chemical Plant,32.85,24.86,60.41,8.47,44.36,22.54,Available,SAFE
Worker-2962,Steel Furnace,71.77,55.07,72.5,4.9,98.29,19.53,Available,WARNING
Worker-2963,Refinery Zone,81.38,43.02,82.33,6.02,94.27,28.99,Missing,WARNING
Worker-2964,Chemical Plant,47.2,53.25,44.92,9.3,52.66,85.44,Available,SAFE
Worker-2965,Chemical Plant,37.86,42.56,83.7,6.7,111.35,70.97,Missing,WARNING
Worker-2966,Mining Area,29.93,34.78,64.2,8.34,62.35,73.97,Available,SAFE
Worker-2967,Chemical Plant,53.04,70.63,41.91,9.94,93.66,25.57,Available,WARNING
Worker-2968,Assembly Line,34.57,21.48,70.64,5.68,99.32,92.5,Available,SAFE
Worker-2969,Steel Furnace,49.65,48.41,37.48,8.69,50.15,22.74,Missing,WARNING
Worker-2970,Power Station,45.17,61.9,55.69,7.44,86.26,51.04,Available,SAFE
Worker-2971,Assembly Line,46.21,103.52,67.04,3.65,70.73,41.59,Missing,WARNING
Worker-2972,Chemical Plant,30.13,23.01,67.9,9.22,64.48,16.67,Available,SAFE
Worker-2973,Mining Area,47.8,77.05,58.24,7.28,116.58,12.9,Missing,CRITICAL
Worker-2974,Mining Area,27.36,41.24,49.21,5.09,93.73,46.44,Missing,WARNING
Worker-2975,Chemical Plant,43.39,83.78,64.52,9.52,47.97,16.35,Missing,CRITICAL
Worker-2976,Power Station,27.04,86.82,47.58,6.64,56.14,68.24,Available,SAFE
Worker-2977,Mining Area,64.11,21.25,29.5,8.62,77.66,79.55,Missing,CRITICAL
Worker-2978,Steel Furnace,67.17,1.66,77.19,3.78,53.07,81.75,Available,WARNING
Worker-2979,Refinery Zone,32.79,29.75,31.09,7.87,75.81,30.52,Missing,WARNING
Worker-2980,Mining Area,54.6,87.2,67.33,4.48,85.41,74.03,Missing,WARNING
Worker-2981,Power Station,22.68,50.0,31.55,6.18,120.0,56.83,Available,SAFE
Worker-2982,Refinery Zone,45.94,58.76,50.81,4.94,92.66,49.99,Available,SAFE
Worker-2983,Power Station,33.14,8.61,89.56,6.73,111.31,39.9,Available,SAFE
Worker-2984,Chemical Plant,59.27,5.76,52.19,1.38,63.4,16.17,Available,SAFE
Worker-2985,Assembly Line,56.22,14.28,58.02,9.22,61.28,77.26,Missing,CRITICAL
Worker-2986,Assembly Line,52.1,39.58,49.3,9.95,70.73,83.95,Missing,WARNING
Worker-2987,Mining Area,75.54,34.58,39.18,2.8,86.67,49.91,Missing,WARNING
Worker-2988,Steel Furnace,78.47,36.19,52.44,4.77,78.2,59.63,Missing,WARNING
Worker-2989,Power Station,49.14,97.18,62.57,9.21,50.29,11.32,Missing,CRITICAL
Worker-2990,Assembly Line,35.72,50.17,86.62,3.54,68.21,63.18,Available,SAFE
Worker-2991,Power Station,23.34,32.93,88.76,8.49,76.38,81.95,Available,WARNING
Worker-2992,Refinery Zone,61.64,29.74,73.77,9.54,58.38,11.17,Missing,CRITICAL
Worker-2993,Steel Furnace,74.75,24.99,42.35,9.75,85.99,62.3,Available,WARNING
Worker-2994,Chemical Plant,48.41,17.74,92.27,4.54,92.87,75.78,Available,WARNING
Worker-2995,Assembly Line,51.25,49.93,82.56,3.01,98.2,55.49,Available,SAFE
Worker-2996,Refinery Zone,71.69,58.9,47.83,6.6,83.13,37.6,Available,SAFE
Worker-2997,Power Station,22.93,39.48,64.89,9.5,95.78,58.84,Missing,WARNING
Worker-2998,Assembly Line,44.58,44.2,61.71,4.71,71.22,36.11,Available,SAFE
Worker-2999,Mining Area,48.67,38.77,56.88,3.76,68.53,23.68,Missing,SAFE
Worker-3000,Power Station,40.4,45.13,67.87,3.79,71.39,40.64,Available,SAFE
Worker-3001,Chemical Plant,83.96,16.75,49.63,8.85,85.34,74.39,Available,WARNING
Worker-3002,Refinery Zone,38.36,50.96,61.23,8.77,68.76,59.68,Missing,WARNING
Worker-3003,Mining Area,44.67,44.61,81.36,2.55,94.23,12.4,Available,SAFE
Worker-3004,Mining Area,68.76,1.09,78.1,6.49,87.03,19.42,Missing,WARNING
Worker-3005,Power Station,60.77,24.27,68.85,3.26,92.43,91.08,Missing,CRITICAL
Worker-3006,Chemical Plant,28.93,41.44,66.02,4.94,59.08,18.03,Available,SAFE
Worker-3007,Refinery Zone,57.02,61.09,42.77,7.21,88.04,10.91,Missing,CRITICAL
Worker-3008,Mining Area,32.46,4.75,52.66,1.1,97.46,39.95,Missing,WARNING
Worker-3009,Refinery Zone,54.84,44.96,51.67,8.1,67.2,10.51,Available,SAFE
Worker-3010,Steel Furnace,46.63,18.29,53.04,4.24,70.69,33.31,Available,SAFE
Worker-3011,Mining Area,51.16,45.24,53.82,9.39,56.77,84.53,Missing,WARNING
Worker-3012,Refinery Zone,68.65,24.05,65.03,9.76,65.24,55.69,Missing,CRITICAL
Worker-3013,Assembly Line,24.45,44.83,83.81,6.87,110.23,12.22,Available,SAFE
Worker-3014,Refinery Zone,78.17,73.37,47.65,3.49,62.62,70.5,Available,WARNING
Worker-3015,Assembly Line,61.32,53.36,70.35,7.69,69.87,43.58,Available,WARNING
Worker-3016,Refinery Zone,41.3,34.73,58.4,3.97,78.86,26.12,Missing,SAFE
Worker-3017,Power Station,35.73,66.13,42.28,4.9,40.0,44.96,Missing,SAFE
Worker-3018,Assembly Line,65.42,45.41,70.02,1.91,85.73,77.97,Missing,WARNING
Worker-3019,Refinery Zone,60.67,48.65,87.98,3.09,87.42,24.21,Available,WARNING
Worker-3020,Power Station,34.09,75.44,51.9,4.23,59.03,92.04,Missing,WARNING
Worker-3021,Power Station,49.42,92.25,78.26,4.64,75.54,29.59,Missing,WARNING
Worker-3022,Power Station,55.67,15.72,100.0,7.17,75.29,11.9,Available,WARNING
Worker-3023,Steel Furnace,45.73,28.33,69.93,5.97,51.84,59.79,Missing,SAFE
Worker-3024,Mining Area,59.76,10.24,64.11,2.74,99.18,67.92,Available,WARNING
Worker-3025,Steel Furnace,35.25,33.7,47.93,1.56,105.58,84.37,Missing,WARNING
Worker-3026,Chemical Plant,20.0,61.4,34.15,5.1,55.77,38.65,Missing,SAFE
Worker-3027,Assembly Line,67.66,51.62,36.03,5.76,95.34,81.41,Available,WARNING
Worker-3028,Power Station,75.52,65.54,73.65,6.82,58.93,88.48,Missing,WARNING
Worker-3029,Steel Furnace,52.8,27.89,62.56,5.97,58.66,43.01,Available,SAFE
Worker-3030,Mining Area,22.46,47.68,66.66,8.5,81.53,22.97,Missing,WARNING
Worker-3031,Refinery Zone,52.06,63.37,94.67,1.85,79.68,54.94,Available,SAFE
Worker-3032,Mining Area,51.54,61.68,56.15,9.11,85.89,37.65,Missing,WARNING
Worker-3033,Chemical Plant,58.69,67.47,62.36,8.12,54.2,27.11,Missing,CRITICAL
Worker-3034,Steel Furnace,81.73,36.48,69.12,3.69,63.88,27.94,Missing,WARNING
Worker-3035,Assembly Line,20.0,78.84,15.4,3.93,69.72,32.74,Missing,WARNING
Worker-3036,Steel Furnace,65.65,50.03,40.69,5.28,63.21,15.87,Missing,WARNING
Worker-3037,Steel Furnace,47.59,92.39,21.67,9.14,74.3,17.69,Available,WARNING
Worker-3038,Mining Area,40.27,68.66,67.1,1.94,86.81,80.68,Available,SAFE
Worker-3039,Steel Furnace,50.18,21.7,84.23,7.48,90.97,66.06,Available,SAFE
Worker-3040,Assembly Line,51.27,82.02,67.55,1.16,70.62,41.16,Available,SAFE
Worker-3041,Assembly Line,37.21,85.8,65.93,5.97,76.89,53.07,Available,SAFE
Worker-3042,Steel Furnace,28.02,23.87,32.39,1.79,70.35,71.01,Missing,SAFE
Worker-3043,Assembly Line,36.9,48.56,49.96,7.03,81.2,76.25,Missing,WARNING
Worker-3044,Mining Area,58.22,72.15,65.66,2.62,71.83,86.92,Available,CRITICAL
Worker-3045,Chemical Plant,33.42,35.22,49.53,8.96,89.63,68.78,Available,SAFE
Worker-3046,Steel Furnace,27.59,80.79,51.46,6.4,53.0,50.99,Available,SAFE
Worker-3047,Assembly Line,39.18,36.87,56.16,6.19,72.03,16.8,Missing,SAFE
Worker-3048,Refinery Zone,61.13,52.86,37.78,2.58,68.11,88.09,Available,WARNING
Worker-3049,Chemical Plant,36.73,46.32,86.61,7.54,72.02,51.55,Missing,WARNING
Worker-3050,Chemical Plant,58.14,59.35,99.16,6.05,84.8,40.21,Available,WARNING
Worker-3051,Mining Area,21.12,56.3,25.73,2.11,65.66,37.36,Missing,SAFE
Worker-3052,Chemical Plant,39.77,70.81,45.72,4.82,85.9,19.76,Available,SAFE
Worker-3053,Power Station,49.86,20.09,33.77,5.27,84.84,83.38,Missing,WARNING
Worker-3054,Chemical Plant,38.14,48.89,61.11,5.23,79.86,46.55,Missing,SAFE
Worker-3055,Refinery Zone,32.32,48.77,63.72,2.66,87.72,57.82,Available,SAFE
Worker-3056,Mining Area,66.71,76.8,34.84,6.43,81.65,14.8,Available,WARNING
Worker-3057,Steel Furnace,60.8,98.25,75.03,8.65,80.9,93.36,Missing,CRITICAL
Worker-3058,Mining Area,39.9,49.55,87.2,3.82,74.11,43.8,Missing,WARNING
Worker-3059,Assembly Line,52.7,51.18,47.08,4.2,95.52,13.95,Available,SAFE
Worker-3060,Mining Area,44.75,36.23,64.72,6.7,98.03,25.94,Available,SAFE
Worker-3061,Steel Furnace,47.58,48.84,77.44,8.6,75.99,72.16,Missing,WARNING
Worker-3062,Chemical Plant,37.43,52.48,54.98,1.08,72.35,23.46,Available,SAFE
Worker-3063,Power Station,40.17,56.78,61.63,3.14,82.89,52.26,Available,SAFE
Worker-3064,Steel Furnace,45.47,46.59,64.85,6.82,63.13,28.6,Missing,SAFE
Worker-3065,Power Station,40.9,49.28,54.37,9.72,74.88,73.88,Missing,WARNING
Worker-3066,Mining Area,38.26,20.8,69.47,1.53,62.94,81.43,Available,SAFE
Worker-3067,Refinery Zone,47.46,55.26,48.26,5.3,50.92,61.39,Missing,SAFE
Worker-3068,Power Station,54.35,93.49,75.8,1.73,68.99,49.63,Available,SAFE
Worker-3069,Steel Furnace,58.23,59.16,49.71,3.1,54.16,91.83,Available,WARNING
Worker-3070,Mining Area,25.18,69.66,62.41,3.56,79.3,42.2,Missing,SAFE
Worker-3071,Power Station,59.44,46.05,78.14,1.48,67.28,93.48,Missing,WARNING
Worker-3072,Chemical Plant,41.45,62.83,74.65,9.11,90.95,36.12,Available,SAFE
Worker-3073,Chemical Plant,61.64,42.38,49.73,8.61,101.85,13.99,Missing,CRITICAL
Worker-3074,Refinery Zone,35.18,60.74,58.83,5.05,40.0,54.25,Available,SAFE
Worker-3075,Chemical Plant,20.0,58.18,70.54,4.6,62.25,53.0,Missing,SAFE
Worker-3076,Chemical Plant,55.6,51.24,59.09,8.55,75.42,94.1,Available,WARNING
Worker-3077,Assembly Line,52.4,44.28,22.52,3.98,118.93,65.89,Missing,WARNING
Worker-3078,Steel Furnace,39.82,39.1,81.58,3.63,40.0,93.65,Missing,WARNING
Worker-3079,Power Station,37.51,0.98,54.3,1.43,65.55,57.56,Missing,SAFE
Worker-3080,Mining Area,33.73,60.49,69.09,1.57,86.03,41.01,Missing,SAFE
Worker-3081,Steel Furnace,43.22,57.53,16.46,6.37,82.88,93.14,Available,SAFE
Worker-3082,Assembly Line,42.76,0.0,51.2,1.11,110.79,54.24,Available,SAFE
Worker-3083,Chemical Plant,45.25,53.87,73.18,9.97,70.42,90.36,Missing,WARNING
Worker-3084,Chemical Plant,51.37,86.92,80.13,7.36,120.0,45.6,Missing,CRITICAL
Worker-3085,Mining Area,33.14,53.84,74.65,9.13,64.78,55.82,Missing,WARNING
Worker-3086,Assembly Line,34.35,86.73,32.31,5.19,113.79,85.38,Available,WARNING
Worker-3087,Steel Furnace,38.96,32.32,57.28,6.47,74.03,58.35,Available,SAFE
Worker-3088,Power Station,47.99,23.86,49.09,3.66,71.34,37.35,Missing,SAFE
Worker-3089,Mining Area,76.46,52.57,43.34,3.9,91.33,36.21,Missing,WARNING
Worker-3090,Steel Furnace,32.95,86.36,54.94,4.75,40.0,80.41,Missing,WARNING
Worker-3091,Mining Area,20.0,37.08,70.42,4.78,83.08,66.76,Missing,SAFE
Worker-3092,Assembly Line,45.7,27.51,29.16,7.68,92.71,86.17,Available,WARNING
Worker-3093,Chemical Plant,51.4,27.86,39.89,6.86,75.75,61.8,Missing,SAFE
Worker-3094,Chemical Plant,56.93,45.73,65.4,5.58,75.23,19.85,Missing,WARNING
Worker-3095,Assembly Line,24.98,41.9,92.72,5.22,91.46,18.3,Missing,WARNING
Worker-3096,Steel Furnace,32.48,43.44,80.82,9.66,88.06,22.65,Missing,WARNING
Worker-3097,Mining Area,82.26,74.81,64.08,2.31,88.54,47.09,Available,WARNING
Worker-3098,Power Station,64.59,70.22,55.18,9.56,80.48,15.03,Available,CRITICAL
Worker-3099,Assembly Line,63.61,66.16,30.74,8.74,79.87,47.89,Available,WARNING
Worker-3100,Mining Area,60.47,77.97,37.64,4.08,59.32,77.72,Available,CRITICAL
Worker-3101,Mining Area,22.18,58.31,49.06,7.58,110.8,88.83,Missing,WARNING
Worker-3102,Assembly Line,39.46,84.77,67.17,5.15,66.83,16.4,Missing,WARNING
Worker-3103,Steel Furnace,30.34,70.72,23.83,7.45,72.21,85.3,Available,WARNING
Worker-3104,Power Station,34.24,61.51,42.28,7.72,74.55,82.03,Available,SAFE
Worker-3105,Assembly Line,34.87,74.94,61.73,6.58,89.86,66.5,Missing,WARNING
Worker-3106,Chemical Plant,61.8,49.82,75.88,6.24,79.27,24.55,Missing,WARNING
Worker-3107,Steel Furnace,48.85,59.59,57.44,3.15,59.77,63.59,Missing,SAFE
Worker-3108,Assembly Line,66.88,39.21,64.91,3.18,86.17,61.67,Missing,WARNING
Worker-3109,Power Station,57.36,52.58,47.29,9.58,60.01,21.5,Available,WARNING
Worker-3110,Steel Furnace,39.99,12.53,94.45,3.63,104.72,88.25,Available,WARNING
Worker-3111,Refinery Zone,42.04,63.95,95.16,6.97,63.59,42.5,Missing,WARNING
Worker-3112,Chemical Plant,20.0,19.79,55.06,7.18,43.79,73.07,Missing,WARNING
Worker-3113,Mining Area,36.38,76.99,88.99,6.67,72.74,50.3,Available,WARNING
Worker-3114,Assembly Line,55.82,51.41,87.27,9.83,81.04,69.97,Available,WARNING
Worker-3115,Mining Area,37.42,47.0,80.77,8.17,40.0,47.24,Missing,WARNING
Worker-3116,Chemical Plant,37.32,83.65,88.29,3.67,73.69,18.23,Available,WARNING
Worker-3117,Refinery Zone,84.97,91.86,62.51,7.13,62.84,93.79,Missing,CRITICAL
Worker-3118,Mining Area,46.76,51.1,35.13,4.46,76.6,59.74,Missing,SAFE
Worker-3119,Refinery Zone,57.4,79.37,48.79,7.55,108.88,22.22,Available,CRITICAL
Worker-3120,Chemical Plant,40.4,37.33,47.65,5.22,88.97,87.86,Available,SAFE
Worker-3121,Steel Furnace,24.6,55.08,68.44,4.84,70.67,59.89,Available,SAFE
Worker-3122,Steel Furnace,20.0,26.73,74.21,7.46,53.88,33.37,Available,SAFE
Worker-3123,Assembly Line,51.94,54.43,75.63,2.79,66.5,10.29,Missing,SAFE
Worker-3124,Assembly Line,39.32,65.24,33.1,8.63,40.0,38.72,Missing,WARNING
Worker-3125,Steel Furnace,48.83,66.43,19.67,3.19,81.31,63.04,Available,SAFE
Worker-3126,Refinery Zone,57.93,42.21,100.0,4.75,40.0,77.09,Missing,CRITICAL
Worker-3127,Mining Area,20.74,31.83,65.55,6.32,95.75,61.92,Missing,WARNING
Worker-3128,Assembly Line,30.52,73.25,67.83,1.74,61.91,41.9,Missing,WARNING
Worker-3129,Chemical Plant,45.56,26.76,39.44,4.34,84.58,89.07,Available,SAFE
Worker-3130,Power Station,65.51,38.49,53.94,9.66,88.21,79.05,Missing,CRITICAL
Worker-3131,Steel Furnace,43.01,47.12,10.0,8.56,75.33,17.42,Missing,WARNING
Worker-3132,Chemical Plant,20.0,14.48,33.29,2.89,54.15,24.7,Missing,SAFE
Worker-3133,Power Station,54.96,50.56,21.98,2.43,76.67,80.56,Available,SAFE
Worker-3134,Chemical Plant,44.09,49.76,75.29,7.98,43.5,48.71,Missing,WARNING
Worker-3135,Chemical Plant,66.25,66.27,70.74,5.38,108.09,69.34,Missing,WARNING
Worker-3136,Chemical Plant,30.46,38.24,100.0,2.82,43.61,89.53,Available,SAFE
Worker-3137,Assembly Line,37.94,9.68,62.5,3.77,50.95,51.59,Missing,SAFE
Worker-3138,Refinery Zone,54.26,75.56,52.32,8.79,72.3,24.43,Missing,CRITICAL
Worker-3139,Refinery Zone,44.43,64.2,84.66,8.89,58.72,41.51,Missing,WARNING
Worker-3140,Assembly Line,23.67,0.0,64.53,3.23,84.93,25.72,Missing,SAFE
Worker-3141,Assembly Line,33.6,23.33,73.87,2.04,51.39,42.93,Available,SAFE
Worker-3142,Refinery Zone,23.17,66.75,49.6,4.52,78.77,33.68,Available,SAFE
Worker-3143,Assembly Line,56.34,109.68,20.48,2.24,70.98,73.1,Available,WARNING
Worker-3144,Steel Furnace,57.74,23.33,63.08,4.16,64.56,75.36,Missing,WARNING
Worker-3145,Mining Area,39.72,68.64,39.44,4.75,76.38,40.67,Missing,SAFE
Worker-3146,Steel Furnace,50.73,20.23,49.11,8.36,84.86,33.51,Missing,WARNING
Worker-3147,Refinery Zone,48.23,55.89,84.82,8.75,81.4,12.43,Available,SAFE
Worker-3148,Steel Furnace,68.08,67.78,49.53,1.96,100.86,74.83,Available,WARNING
Worker-3149,Chemical Plant,49.18,72.81,69.1,6.86,111.45,79.12,Available,WARNING
Worker-3150,Steel Furnace,29.61,40.51,61.43,6.54,88.93,89.34,Missing,WARNING
Worker-3151,Refinery Zone,46.81,63.01,42.83,6.04,108.91,45.35,Missing,WARNING
Worker-3152,Steel Furnace,44.32,70.06,67.28,8.42,81.92,71.39,Available,WARNING
Worker-3153,Steel Furnace,40.07,70.87,38.31,2.04,74.89,23.54,Missing,WARNING
Worker-3154,Assembly Line,57.54,69.88,69.22,3.53,67.13,77.4,Missing,WARNING
Worker-3155,Power Station,71.27,42.88,29.21,8.57,51.11,13.0,Available,WARNING
Worker-3156,Assembly Line,45.65,48.5,99.39,2.1,54.23,53.69,Missing,WARNING
Worker-3157,Power Station,37.61,87.1,37.27,5.23,86.74,93.31,Missing,WARNING
Worker-3158,Assembly Line,52.79,16.0,93.13,6.54,113.5,52.69,Missing,WARNING
Worker-3159,Steel Furnace,39.01,55.01,88.64,9.82,65.82,90.85,Available,WARNING
Worker-3160,Assembly Line,24.28,4.71,100.0,3.35,64.42,11.95,Available,SAFE
Worker-3161,Power Station,42.21,17.18,78.97,1.96,59.37,87.98,Missing,WARNING
Worker-3162,Refinery Zone,37.63,52.49,38.72,9.89,71.43,38.31,Available,SAFE
Worker-3163,Refinery Zone,66.03,55.71,62.61,7.07,79.3,49.61,Missing,CRITICAL
Worker-3164,Assembly Line,32.82,50.27,62.3,1.36,95.18,88.19,Missing,WARNING
Worker-3165,Chemical Plant,61.55,44.2,65.81,1.55,81.57,31.0,Available,SAFE
Worker-3166,Power Station,20.0,5.28,47.9,6.95,63.77,30.64,Missing,SAFE
Worker-3167,Refinery Zone,45.03,39.63,34.88,5.45,74.11,44.99,Missing,SAFE
Worker-3168,Chemical Plant,45.95,51.05,28.72,3.71,79.5,30.84,Missing,SAFE
Worker-3169,Refinery Zone,55.77,95.35,61.03,8.12,58.66,16.9,Available,CRITICAL
Worker-3170,Steel Furnace,47.83,68.48,72.42,1.21,120.0,89.87,Missing,WARNING
Worker-3171,Assembly Line,34.27,51.31,90.98,5.5,104.72,36.08,Available,SAFE
Worker-3172,Power Station,67.27,117.27,74.08,6.43,67.64,48.52,Available,WARNING
Worker-3173,Steel Furnace,55.93,23.8,55.94,2.58,81.2,69.18,Missing,WARNING
Worker-3174,Refinery Zone,35.79,3.68,80.8,7.94,68.17,60.06,Available,SAFE
Worker-3175,Refinery Zone,48.3,42.18,63.88,6.22,76.26,79.8,Missing,WARNING
Worker-3176,Power Station,36.83,71.2,84.61,6.06,48.23,74.73,Available,SAFE
Worker-3177,Mining Area,49.25,70.17,48.66,3.06,94.08,46.61,Available,WARNING
Worker-3178,Assembly Line,30.03,59.18,41.09,8.16,107.2,13.13,Missing,WARNING
Worker-3179,Power Station,62.84,78.34,62.5,8.17,80.16,86.89,Missing,CRITICAL
Worker-3180,Power Station,27.09,69.89,67.6,4.82,86.35,70.39,Missing,SAFE
Worker-3181,Assembly Line,43.11,53.17,41.29,3.23,71.25,85.01,Missing,WARNING
Worker-3182,Mining Area,64.63,7.23,82.46,2.65,88.22,35.91,Missing,WARNING
Worker-3183,Steel Furnace,20.0,25.12,80.94,4.13,73.88,76.8,Available,SAFE
Worker-3184,Refinery Zone,55.61,27.06,40.69,3.46,72.86,44.19,Missing,WARNING
Worker-3185,Refinery Zone,42.27,47.66,85.37,6.89,93.74,74.66,Missing,WARNING
Worker-3186,Chemical Plant,49.99,14.28,63.0,6.5,86.94,72.6,Missing,SAFE
Worker-3187,Power Station,63.61,19.2,53.47,5.1,83.59,82.45,Available,WARNING
Worker-3188,Power Station,43.76,62.18,37.48,4.16,107.15,46.69,Available,SAFE
Worker-3189,Refinery Zone,45.15,87.46,71.73,1.18,90.02,63.57,Missing,WARNING
Worker-3190,Refinery Zone,21.83,0.0,63.93,8.97,101.25,70.59,Available,SAFE
Worker-3191,Mining Area,68.76,53.22,57.55,3.12,58.63,93.66,Missing,WARNING
Worker-3192,Chemical Plant,75.33,58.16,41.13,4.02,51.58,69.39,Available,SAFE
Worker-3193,Power Station,72.81,0.0,88.45,1.81,84.74,76.03,Available,WARNING
Worker-3194,Mining Area,73.36,62.68,41.94,3.08,40.62,93.24,Missing,WARNING
Worker-3195,Steel Furnace,47.66,44.97,29.6,5.57,73.89,13.37,Missing,SAFE
Worker-3196,Mining Area,55.89,82.32,78.18,6.23,60.57,92.95,Missing,CRITICAL
Worker-3197,Chemical Plant,25.02,54.96,97.13,7.97,75.65,10.04,Available,SAFE
Worker-3198,Power Station,21.09,45.76,35.73,4.21,92.27,89.95,Available,SAFE
Worker-3199,Power Station,40.03,39.69,60.17,6.78,59.56,37.82,Available,SAFE
Worker-3200,Refinery Zone,39.22,49.18,65.71,9.87,81.44,89.6,Missing,WARNING
Worker-3201,Mining Area,27.39,3.1,48.23,3.83,82.91,20.08,Available,SAFE
Worker-3202,Mining Area,76.91,0.0,44.9,1.54,112.93,50.14,Available,WARNING
Worker-3203,Assembly Line,62.53,46.38,53.03,2.88,78.85,36.51,Available,SAFE
Worker-3204,Power Station,43.3,19.73,60.21,7.68,82.09,68.05,Available,SAFE
Worker-3205,Mining Area,38.91,57.49,69.85,2.54,81.56,39.48,Available,SAFE
Worker-3206,Steel Furnace,52.53,2.33,54.64,4.2,40.0,33.74,Available,SAFE
Worker-3207,Assembly Line,61.45,62.2,48.92,4.85,89.59,86.62,Missing,WARNING
Worker-3208,Assembly Line,24.23,39.8,58.04,7.86,50.35,94.76,Available,SAFE
Worker-3209,Refinery Zone,50.51,52.0,68.9,1.69,80.58,89.04,Missing,WARNING
Worker-3210,Refinery Zone,55.95,40.52,64.04,7.62,67.05,94.74,Available,WARNING
Worker-3211,Steel Furnace,36.23,78.46,19.12,2.76,92.54,31.12,Missing,WARNING
Worker-3212,Chemical Plant,48.92,7.76,43.68,1.85,58.02,43.02,Missing,SAFE
Worker-3213,Chemical Plant,69.02,89.93,19.56,7.36,85.89,80.25,Available,CRITICAL
Worker-3214,Steel Furnace,35.13,38.9,45.03,5.21,66.59,23.25,Missing,SAFE
Worker-3215,Assembly Line,22.46,40.0,35.03,1.01,79.14,83.88,Missing,WARNING
Worker-3216,Mining Area,34.81,52.26,81.63,5.26,106.79,45.64,Missing,WARNING
Worker-3217,Refinery Zone,40.45,56.51,26.99,7.94,55.36,87.9,Available,SAFE
Worker-3218,Assembly Line,50.66,56.09,66.77,8.95,78.87,81.57,Missing,WARNING
